race_id,race_year,round,circuit_id,name,ingestion_date,race_timestamp
550,1977,8,47,Swedish Grand Prix,2024-10-07T11:40:53.013Z,null
551,1977,9,41,French Grand Prix,2024-10-07T11:40:53.013Z,null
552,1977,10,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
553,1977,11,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
554,1977,12,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
555,1977,13,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
556,1977,14,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
557,1977,15,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
558,1977,16,48,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
559,1977,17,16,Japanese Grand Prix,2024-10-07T11:40:53.013Z,null
527,1978,1,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
528,1978,2,36,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
529,1978,3,30,South African Grand Prix,2024-10-07T11:40:53.013Z,null
530,1978,4,43,United States Grand Prix West,2024-10-07T11:40:53.013Z,null
531,1978,5,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
532,1978,6,40,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
533,1978,7,45,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
534,1978,8,47,Swedish Grand Prix,2024-10-07T11:40:53.013Z,null
535,1978,9,34,French Grand Prix,2024-10-07T11:40:53.013Z,null
536,1978,10,38,British Grand Prix,2024-10-07T11:40:53.013Z,null
537,1978,11,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
538,1978,12,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
539,1978,13,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
540,1978,14,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
541,1978,15,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
542,1978,16,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
207,1997,1,1,Australian Grand Prix,2024-10-07T11:40:53.013Z,null
208,1997,2,18,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
209,1997,3,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
210,1997,4,21,San Marino Grand Prix,2024-10-07T11:40:53.013Z,null
211,1997,5,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
212,1997,6,4,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
213,1997,7,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
214,1997,8,8,French Grand Prix,2024-10-07T11:40:53.013Z,null
215,1997,9,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
216,1997,10,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
217,1997,11,11,Hungarian Grand Prix,2024-10-07T11:40:53.013Z,null
218,1997,12,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
219,1997,13,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
220,1997,14,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
221,1997,15,20,Luxembourg Grand Prix,2024-10-07T11:40:53.013Z,null
222,1997,16,22,Japanese Grand Prix,2024-10-07T11:40:53.013Z,null
223,1997,17,26,European Grand Prix,2024-10-07T11:40:53.013Z,null
452,1983,1,36,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
453,1983,2,43,United States Grand Prix West,2024-10-07T11:40:53.013Z,null
454,1983,3,34,French Grand Prix,2024-10-07T11:40:53.013Z,null
455,1983,4,21,San Marino Grand Prix,2024-10-07T11:40:53.013Z,null
456,1983,5,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
457,1983,6,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
458,1983,7,37,Detroit Grand Prix,2024-10-07T11:40:53.013Z,null
459,1983,8,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
460,1983,9,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
461,1983,10,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
462,1983,11,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
463,1983,12,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
464,1983,13,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
465,1983,14,38,European Grand Prix,2024-10-07T11:40:53.013Z,null
466,1983,15,30,South African Grand Prix,2024-10-07T11:40:53.013Z,null
240,1995,1,18,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
241,1995,2,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
242,1995,3,21,San Marino Grand Prix,2024-10-07T11:40:53.013Z,null
243,1995,4,4,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
244,1995,5,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
245,1995,6,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
246,1995,7,8,French Grand Prix,2024-10-07T11:40:53.013Z,null
247,1995,8,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
248,1995,9,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
249,1995,10,11,Hungarian Grand Prix,2024-10-07T11:40:53.013Z,null
250,1995,11,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
251,1995,12,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
252,1995,13,27,Portuguese Grand Prix,2024-10-07T11:40:53.013Z,null
253,1995,14,20,European Grand Prix,2024-10-07T11:40:53.013Z,null
254,1995,15,28,Pacific Grand Prix,2024-10-07T11:40:53.013Z,null
255,1995,16,22,Japanese Grand Prix,2024-10-07T11:40:53.013Z,null
256,1995,17,29,Australian Grand Prix,2024-10-07T11:40:53.013Z,null
590,1974,1,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
591,1974,2,18,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
592,1974,3,30,South African Grand Prix,2024-10-07T11:40:53.013Z,null
593,1974,4,45,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
594,1974,5,50,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
595,1974,6,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
596,1974,7,47,Swedish Grand Prix,2024-10-07T11:40:53.013Z,null
597,1974,8,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
598,1974,9,41,French Grand Prix,2024-10-07T11:40:53.013Z,null
599,1974,10,38,British Grand Prix,2024-10-07T11:40:53.013Z,null
600,1974,11,20,German Grand Prix,2024-10-07T11:40:53.013Z,null
601,1974,12,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
602,1974,13,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
603,1974,14,48,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
604,1974,15,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
512,1979,1,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
513,1979,2,18,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
514,1979,3,30,South African Grand Prix,2024-10-07T11:40:53.013Z,null
515,1979,4,43,United States Grand Prix West,2024-10-07T11:40:53.013Z,null
516,1979,5,45,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
517,1979,6,40,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
518,1979,7,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
519,1979,8,41,French Grand Prix,2024-10-07T11:40:53.013Z,null
520,1979,9,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
521,1979,10,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
522,1979,11,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
523,1979,12,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
524,1979,13,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
525,1979,14,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
526,1979,15,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
404,1986,1,36,Brazilian Grand Prix,2024-10-07T11:40:53.013Z,null
405,1986,2,26,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
406,1986,3,21,San Marino Grand Prix,2024-10-07T11:40:53.013Z,null
407,1986,4,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
408,1986,5,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
409,1986,6,7,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
410,1986,7,37,Detroit Grand Prix,2024-10-07T11:40:53.013Z,null
411,1986,8,34,French Grand Prix,2024-10-07T11:40:53.013Z,null
412,1986,9,38,British Grand Prix,2024-10-07T11:40:53.013Z,null
413,1986,10,10,German Grand Prix,2024-10-07T11:40:53.013Z,null
414,1986,11,11,Hungarian Grand Prix,2024-10-07T11:40:53.013Z,null
415,1986,12,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
416,1986,13,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
417,1986,14,27,Portuguese Grand Prix,2024-10-07T11:40:53.013Z,null
418,1986,15,32,Mexican Grand Prix,2024-10-07T11:40:53.013Z,null
419,1986,16,29,Australian Grand Prix,2024-10-07T11:40:53.013Z,null
632,1971,1,30,South African Grand Prix,2024-10-07T11:40:53.013Z,null
633,1971,2,49,Spanish Grand Prix,2024-10-07T11:40:53.013Z,null
634,1971,3,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
635,1971,4,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
636,1971,5,34,French Grand Prix,2024-10-07T11:40:53.013Z,null
637,1971,6,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
638,1971,7,20,German Grand Prix,2024-10-07T11:40:53.013Z,null
639,1971,8,23,Austrian Grand Prix,2024-10-07T11:40:53.013Z,null
640,1971,9,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
641,1971,10,48,Canadian Grand Prix,2024-10-07T11:40:53.013Z,null
642,1971,11,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
699,1965,1,56,South African Grand Prix,2024-10-07T11:40:53.013Z,null
700,1965,2,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
701,1965,3,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
702,1965,4,51,French Grand Prix,2024-10-07T11:40:53.013Z,null
703,1965,5,9,British Grand Prix,2024-10-07T11:40:53.013Z,null
704,1965,6,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
705,1965,7,20,German Grand Prix,2024-10-07T11:40:53.013Z,null
706,1965,8,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
707,1965,9,46,United States Grand Prix,2024-10-07T11:40:53.013Z,null
708,1965,10,32,Mexican Grand Prix,2024-10-07T11:40:53.013Z,null
792,1955,1,25,Argentine Grand Prix,2024-10-07T11:40:53.013Z,null
793,1955,2,6,Monaco Grand Prix,2024-10-07T11:40:53.013Z,null
794,1955,3,19,Indianapolis 500,2024-10-07T11:40:53.013Z,null
795,1955,4,13,Belgian Grand Prix,2024-10-07T11:40:53.013Z,null
796,1955,5,39,Dutch Grand Prix,2024-10-07T11:40:53.013Z,null
797,1955,6,58,British Grand Prix,2024-10-07T11:40:53.013Z,null
798,1955,7,14,Italian Grand Prix,2024-10-07T11:40:53.013Z,null
